#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
#GREEK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
baron_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
baron_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
baron_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
baron_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
baron_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
baron_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
baron_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
baron_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
count_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x
count_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x
count_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
count_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
count_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
count_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
count_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
count_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
count_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
count_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x
duke_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x
duke_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
duke_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
duke_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
duke_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
duke_title_ruler_consort_female_norse;Frú;;;;;;;;;;;;;x
title_ruler_consort_gothic;Konungr;;;;;;;;;;;;;x
title_ruler_consort_icelandic;Konungr;;;;;;;;;;;;;x
title_ruler_consort_danish;Konungr;;;;;;;;;;;;;x
title_ruler_consort_swedish;Konungr;;;;;;;;;;;;;x
title_ruler_consort_norwegian;Konungr;;;;;;;;;;;;;x
title_ruler_consort_norse;Konungr;;;;;;;;;;;;;x
title_ruler_consort_female_gothic;Dróttning;;;;;;;;;;;;;x
title_ruler_consort_female_icelandic;Dróttning;;;;;;;;;;;;;x
title_ruler_consort_female_norse;Dróttning;;;;;;;;;;;;;x
title_ruler_consort_female_danish;Dróttning;;;;;;;;;;;;;x
title_ruler_consort_female_swedish;Dróttning;;;;;;;;;;;;;x
title_ruler_consort_female_norwegian;Dróttning;;;;;;;;;;;;;x
emperor_title_ruler_consort_danish;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_swedish;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_icelandic;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_gothic;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_norwegian;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_norse;Keisari;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_danish;Keisaraynja;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_swedish;Keisaraynja;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_norwegian;Keisaraynja;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_icelandic;Keisaraynja;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_norse;Keisaraynja;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_gothic;Keisaraynja;;;;;;;;;;;;;x
title_prince_swedish;Prins;;;;;;;;;;;;;x
title_prince_female_swedish;Prinsesse;;;;;;;;;;;;;x
title_prince_danish;Prins;;;;;;;;;;;;;x
title_prince_female_danish;Prinsesse;;;;;;;;;;;;;x
title_prince_norwegian;Prins;;;;;;;;;;;;;x
title_prince_female_norwegian;Prinsesse;;;;;;;;;;;;;x
duchy_of_icelandic;Jarldom of;;;;;;;;;;;;;x
duchy_of_gothic;Jarldom of;;;;;;;;;;;;;x
duchy_of_swedish;Jarldom of;;;;;;;;;;;;;x
duchy_of_danish;Jarldom of;;;;;;;;;;;;;x
duchy_of_norwegian;Jarldom of;;;;;;;;;;;;;x
county_of_norwegian;Fylki of;;;;;;;;;;;;;x
kingdom_of_icelandic;Konungríki of;;;;;;;;;;;;;x
kingdom_of_gothic;Konungríki of;;;;;;;;;;;;;x
kingdom_of_swedish;Konungríki of;;;;;;;;;;;;;x
kingdom_of_danish;Konungríki of;;;;;;;;;;;;;x
kingdom_of_norwegian;Konungríki of;;;;;;;;;;;;;x
kingdom_of_norse;Konungríki of;;;;;;;;;;;;;x
kingdom_icelandic;Konungríki;;;;;;;;;;;;;x
kingdom_gothic;Konungríki;;;;;;;;;;;;;x
kingdom_swedish;Konungríki;;;;;;;;;;;;;x
kingdom_danish;Konungríki;;;;;;;;;;;;;x
kingdom_norwegian;Konungríki;;;;;;;;;;;;;x
kingdom_norse;Konungríki;;;;;;;;;;;;;x
duchy_icelandic;Jarldom;;;;;;;;;;;;;x
duchy_gothic;Jarldom;;;;;;;;;;;;;x
duchy_swedish;Jarldom;;;;;;;;;;;;;x
duchy_danish;Jarldom;;;;;;;;;;;;;x
duchy_norwegian;Jarldom;;;;;;;;;;;;;x
county_norwegian;Fylki;;;;;;;;;;;;;x
tribal_baron_danish;Herra;;;;;;;;;;;;;x
tribal_baron_gothic;Herra;;;;;;;;;;;;;x
tribal_baron_icelandic;Herra;;;;;;;;;;;;;x
tribal_baron_swedish;Herra;;;;;;;;;;;;;x
tribal_baron_norwegian;Herra;;;;;;;;;;;;;x
tribal_baron_female_danish;Frú;;;;;;;;;;;;;x
tribal_baron_female_gothic;Frú;;;;;;;;;;;;;x
tribal_baron_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_baron_female_swedish;Frú;;;;;;;;;;;;;x
tribal_baron_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_count_norse;Thane;;;;;;;;;;;;;x
tribal_count_danish;Herra;;;;;;;;;;;;;x
tribal_count_icelandic;Landnámaður;;;;;;;;;;;;;x
tribal_count_gothic;Herra;;;;;;;;;;;;;x
tribal_count_swedish;Herra;;;;;;;;;;;;;x
tribal_count_norwegian;Lendr maðr;;;;;;;;;;;;;x
tribal_count_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_count_female_gothic;Frú;;;;;;;;;;;;;x
tribal_count_female_danish;Frú;;;;;;;;;;;;;x
tribal_count_female_swedish;Frú;;;;;;;;;;;;;x
tribal_count_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_duke_danish;Jarl;;;;;;;;;;;;;x
tribal_duke_icelandic;Jarl;;;;;;;;;;;;;x
tribal_duke_gothic;Jarl;;;;;;;;;;;;;x
tribal_duke_swedish;Jarl;;;;;;;;;;;;;x
tribal_duke_norwegian;Jarl;;;;;;;;;;;;;x
tribal_duke_female_danish;Frú;;;;;;;;;;;;;x
tribal_duke_female_gothic;Frú;;;;;;;;;;;;;x
tribal_duke_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_duke_female_swedish;Frú;;;;;;;;;;;;;x
tribal_duke_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_king_danish;Konungr;;;;;;;;;;;;;x
tribal_king_gothic;Konungr;;;;;;;;;;;;;x
tribal_king_icelandic;Konungr;;;;;;;;;;;;;x
tribal_king_norse;Konungr;;;;;;;;;;;;;x
tribal_king_swedish;Konungr;;;;;;;;;;;;;x
tribal_king_norwegian;Konungr;;;;;;;;;;;;;x
tribal_king_female_norse;Dróttning;;;;;;;;;;;;;x
tribal_king_female_icelandic;Dróttning;;;;;;;;;;;;;x
tribal_king_female_gothic;Dróttning;;;;;;;;;;;;;x
tribal_king_female_danish;Dróttning;;;;;;;;;;;;;x
tribal_king_female_swedish;Dróttning;;;;;;;;;;;;;x
tribal_king_female_norwegian;Dróttning;;;;;;;;;;;;;x
tribal_emperor_icelandic;Keisari;;;;;;;;;;;;;x
tribal_emperor_gothic;Keisari;;;;;;;;;;;;;x
tribal_emperor_norse;Keisari;;;;;;;;;;;;;x
tribal_emperor_danish;Keisari;;;;;;;;;;;;;x
tribal_emperor_swedish;Keisari;;;;;;;;;;;;;x
tribal_emperor_norwegian;Keisari;;;;;;;;;;;;;x
tribal_emperor_female_gothic;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_female_icelandic;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_female_norse;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_female_danish;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_female_swedish;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_female_norwegian;Keisaraynja;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
tribal_baron_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
tribal_count_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x
tribal_duke_title_ruler_consort_female_norse;Frú;;;;;;;;;;;;;x
tribal_title_ruler_consort_gothic;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_icelandic;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_danish;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_swedish;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_norwegian;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_norse;Konungr;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_gothic;Dróttning;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_icelandic;Dróttning;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_norse;Dróttning;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_danish;Dróttning;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_swedish;Dróttning;;;;;;;;;;;;;x
tribal_title_ruler_consort_female_norwegian;Dróttning;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_danish;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_swedish;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_icelandic;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_gothic;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_norwegian;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_norse;Keisari;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_danish;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_swedish;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_norwegian;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_icelandic;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_norse;Keisaraynja;;;;;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_gothic;Keisaraynja;;;;;;;;;;;;;x
tribal_duchy_of_icelandic;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_gothic;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_swedish;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_danish;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_norwegian;Jarldom of;;;;;;;;;;;;;x
tribal_county_of_norwegian;Fylki of;;;;;;;;;;;;;x
tribal_kingdom_of_icelandic;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_of_gothic;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_of_swedish;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_of_danish;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_of_norwegian;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_of_norse;Konungríki of;;;;;;;;;;;;;x
tribal_kingdom_icelandic;Konungríki;;;;;;;;;;;;;x
tribal_kingdom_gothic;Konungríki;;;;;;;;;;;;;x
tribal_kingdom_swedish;Konungríki;;;;;;;;;;;;;x
tribal_kingdom_danish;Konungríki;;;;;;;;;;;;;x
tribal_kingdom_norwegian;Konungríki;;;;;;;;;;;;;x
tribal_kingdom_norse;Konungríki;;;;;;;;;;;;;x
tribal_duchy_icelandic;Jarldom;;;;;;;;;;;;;x
tribal_duchy_gothic;Jarldom;;;;;;;;;;;;;x
tribal_duchy_swedish;Jarldom;;;;;;;;;;;;;x
tribal_duchy_danish;Jarldom;;;;;;;;;;;;;x
tribal_duchy_norwegian;Jarldom;;;;;;;;;;;;;x
tribal_county_norwegian;Fylki;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#RUSSIAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_russian;Boyarin;;;;;;;;;;;;;x
baron_female_russian;Boyarynya;;;;;;;;;;;;;x
baron_title_ruler_consort_russian;Boyarin;;;;;;;;;;;;;x
baron_title_ruler_consort_female_russian;Boyarynya;;;;;;;;;;;;;x
count_russian;Udelny Knyaz;;;;;;;;;;;;;x
count_female_russian;Udelnaya Knyaginya;;;;;;;;;;;;;x
count_title_ruler_consort_russian;Udelny Knyaz;;;;;;;;;;;;;x
count_title_ruler_consort_female_russian;Knyaginya;;;;;;;;;;;;;x
duke_russian;Knyaz;;;;;;;;;;;;;x
duke_female_russian;Knyaginya;;;;;;;;;;;;;x
duke_title_ruler_consort_russian;Knyaz;;;;;;;;;;;;;x
duke_title_ruler_consort_female_russian;Knyaginya;;;;;;;;;;;;;x
king_russian;Veliky Knyaz;;;;;;;;;;;;;x
king_female_russian;Velikaya Knyaginya;;;;;;;;;;;;;x
title_ruler_consort_russian;Veliky Knyaz;;;;;;;;;;;;;x
title_ruler_consort_female_russian;Knyaginya;;;;;;;;;;;;;x
emperor_russian;Tsar;;;;;;;;;;;;;x
emperor_female_russian;Tsaritsa;;;;;;;;;;;;;x
emperor_title_ruler_consort_russian;Velikiy Knyaz;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_russian;Tsaritsa;;;;;;;;;;;;;x
title_prince_russian;Knyazhich;;;;;;;;;;;;;x
title_prince_female_russian;Knyazhna;;;;;;;;;;;;;x
barony_of_russian;Volost of;;;;;;;;;;;;;x
county_of_russian;Udelnoe Knyazhestvo of;;;;;;;;;;;;;x
duchy_of_russian;Knyazhestvo of;;;;;;;;;;;;;x
kingdom_of_russian;Velikoe Knyazhestvo of;;;;;;;;;;;;;x
empire_of_russian;Tsarstvo of;;;;;;;;;;;;;x
city_baron_russian;Posadnik;;;;;;;;;;;;;x
city_count_russian;Namestnik;;;;;;;;;;;;;x
temple_baron_russian;Arkhierey;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#SCOTTISH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_scottish;Toisech;;;;;;;;;;;;;x
baron_female_scottish;Toisecha;;;;;;;;;;;;;x
baron_title_ruler_consort_scottish;Toisech;;;;;;;;;;;;;x
baron_title_ruler_consort_female_scottish;Toisecha;;;;;;;;;;;;;x
count_scottish;Earl;;;;;;;;;;;;;x
count_title_ruler_consort_scottish;Earl;;;;;;;;;;;;;x
duke_scottish;Mormaer;;;;;;;;;;;;;x
duke_title_ruler_consort_scottish;Mormaer;;;;;;;;;;;;;x
county_of_scottish;Earldom of;;;;;;;;;;;;;x
duchy_of_scottish;Mormaerdom of;;;;;;;;;;;;;x
city_baron_scottish;Bailie;;;;;;;;;;;;;x
city_count_scottish;Provost;;;;;;;;;;;;;x
city_barony_of_scottish;Burgh of;;;;;;;;;;;;;x
city_county_of_scottish;Burgh of;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#IRISH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_irish;Tiarna;;;;;;;;;;;;;x
baron_female_irish;Bantiarna;;;;;;;;;;;;;x
baron_title_ruler_consort_irish;Tiarna;;;;;;;;;;;;;x
baron_title_ruler_consort_female_irish;Bantiarna;;;;;;;;;;;;;x
count_irish;Ri Buiden;;;;;;;;;;;;;x
count_female_irish;Bantiarna;;;;;;;;;;;;;x
count_title_ruler_consort_irish;Ri Buiden;;;;;;;;;;;;;x
count_title_ruler_consort_female_irish;Bantiarna;;;;;;;;;;;;;x
duke_irish;Ri Ruirech;;;;;;;;;;;;;x
duke_female_irish;Bantiarna;;;;;;;;;;;;;x
duke_title_ruler_consort_irish;Ri Ruirech;;;;;;;;;;;;;x
duke_title_ruler_consort_female_irish;Bantiarna;;;;;;;;;;;;;x
king_irish;Ard Rí;;;;;;;;;;;;;x
king_female_irish;Banríon;;;;;;;;;;;;;x
king_title_ruler_consort_irish;Ard Rí;;;;;;;;;;;;;x
king_title_ruler_consort_female_irish;Banríon Chéile;;;;;;;;;;;;;x
emperor_irish;Ollamh Érenn;;;;;;;;;;;;;x
emperor_female_irish;Ollamh Érenn;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_irish;Ollamh Érenn;;;;;;;;;;;;;x
title_prince_irish;Flaith;;;;;;;;;;;;;x
title_prince_female_irish;Banfhlaith;;;;;;;;;;;;;x
barony_of_irish;Tuath of;;;;;;;;;;;;;x
county_of_irish;Cóicid of;;;;;;;;;;;;;x
duchy_of_irish;Kingdom of;;;;;;;;;;;;;x
kingdom_of_irish;Kingdom of;;;;;;;;;;;;;x
empire_of_irish;Kingdom of;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#WELSH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_welsh;Tiarna;;;;;;;;;;;;;x
baron_female_welsh;Bantiarna;;;;;;;;;;;;;x
baron_title_ruler_consort_welsh;Tiarna;;;;;;;;;;;;;x
baron_title_ruler_consort_female_welsh;Bantiarna;;;;;;;;;;;;;x
count_welsh;Tywysog;;;;;;;;;;;;;x
count_title_ruler_consort_welsh;Tywysoges;;;;;;;;;;;;;x
duke_welsh;Tywysog;;;;;;;;;;;;;x
duke_female_welsh;Tywysoges;;;;;;;;;;;;;x
duke_title_ruler_consort_welsh;Tywysog;;;;;;;;;;;;;x
duke_title_ruler_consort_female_welsh;Tywysoges;;;;;;;;;;;;;x
king_welsh;Brenin;;;;;;;;;;;;;x
king_female_welsh;Breninhes;;;;;;;;;;;;;x
king_title_ruler_consort_welsh;Brenin;;;;;;;;;;;;;x
king_title_ruler_consort_female_welsh;Breninhes;;;;;;;;;;;;;x
emperor_welsh;Brenin;;;;;;;;;;;;;x
emperor_female_welsh;Breninhes;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_welsh;Breninhes;;;;;;;;;;;;;x
title_prince_welsh;Etifedd;;;;;;;;;;;;;x
barony_of_welsh;Cwmwd o;;;;;;;;;;;;;x
county_of_welsh;Cantref o;;;;;;;;;;;;;x
duchy_of_welsh;Tywysogaeth o;;;;;;;;;;;;;x
